player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Kevin Lasagna,it ITA,FW,Udinese,27,1992,17.0,12.0,1103.0,2.0,1.0,0.0,0.0,1.0,0.0,0.16,0.08,0.24,0.16,0.24,7.4,7.4,0.6,0.6,12.3,12.0,1.0,29.3,0.98,0.05,0.17,0.18,-5.4,-5.4,144.0,212.0,67.9,1993.0,441.0,91.0,115.0,79.1,33.0,48.0,68.8,8.0,12.0,66.7,10.0,11.0,9.0,2.0,19.0,196.0,15.0,1.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,3.0,1.0,14.0,23.0,1.88,15.0,0.0,1.0,6.0,1.0,1.0,0.08,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,3.0,1.0,3.0,14.0,21.4,11.0,11.0,0.0,11.0,6.0,7.0,0.0,342.0,8.0,28.0,123.0,195.0,70.0,342.0,5.0,15.0,33.3,217.0,30.0,12.0,0.0,20.0,11.0,9.0,0.0,0.0,0.0,32.0,18.0,37.0,32.7
Kevin Lasagna,it ITA,FW,Hellas Verona,27,1992,19.0,14.0,1267.0,2.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,3.2,3.2,0.23,0.23,14.1,6.0,0.0,20.0,0.43,0.07,0.33,0.11,-1.2,-1.2,180.0,260.0,69.2,2275.0,326.0,122.0,152.0,80.3,35.0,58.0,60.3,7.0,13.0,53.8,12.0,12.0,5.0,0.0,11.0,232.0,28.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,26.0,1.85,17.0,0.0,2.0,3.0,4.0,4.0,0.28,2.0,0.0,1.0,0.0,1.0,0.0,7.0,3.0,0.0,5.0,2.0,1.0,5.0,20.0,4.0,12.0,1.0,11.0,1.0,11.0,0.0,419.0,12.0,26.0,176.0,222.0,61.0,419.0,8.0,18.0,44.4,303.0,51.0,18.0,0.0,32.0,21.0,23.0,0.0,0.0,0.0,30.0,26.0,48.0,35.1
Vincent Laurini,fr FRA,DF,Parma,31,1989,14.0,10.0,870.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,400.0,505.0,79.2,6865.0,2842.0,193.0,211.0,91.5,164.0,211.0,77.7,38.0,68.0,55.9,1.0,35.0,5.0,4.0,26.0,417.0,86.0,14.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,72.0,2.0,7.0,9.0,0.93,6.0,1.0,0.0,0.0,1.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0,8.0,6.0,2.0,7.0,9.0,77.8,2.0,8.0,4.0,4.0,17.0,22.0,1.0,572.0,33.0,186.0,296.0,95.0,1.0,572.0,2.0,3.0,66.7,353.0,9.0,1.0,0.0,12.0,18.0,0.0,0.0,0.0,0.0,31.0,6.0,12.0,33.3
"Darko Lazović,rs SRB,""DF,MF"",Hellas Verona,29,1990,32.0,27.0,2503.0,3.0,6.0,0.0,0.0,3.0,0.0,0.11,0.22,0.32,0.11,0.32,3.4,3.4,0.12,0.12,27.8,11.0,2.0,34.4,0.4,0.09,0.27,0.11,-0.4,-0.4,1002.0,1389.0,72.1,15672.0,6210.0,550.0,628.0,87.6,367.0,515.0,71.3,66.0,140.0,47.1,35.0,75.0,59.0,17.0,121.0,1129.0,238.0,15.0,0.0,4.0,125.0,21.0,11.0,8.0,0.0,202.0,22.0,36.0,66.0,2.37,53.0,5.0,4.0,3.0,0.0,7.0,0.25,7.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,8.0,17.0,4.0,20.0,42.0,47.6,22.0,17.0,7.0,10.0,20.0,29.0,0.0,1584.0,61.0,293.0,667.0,640.0,64.0,1584.0,20.0,39.0,51.3,956.0,31.0,16.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,157.0,17.0,18.0,48.6"
Manuel Lazzari,it ITA,DF,Lazio,26,1993,32.0,30.0,2613.0,2.0,5.0,0.0,0.0,2.0,1.0,0.07,0.17,0.24,0.07,0.24,2.1,2.1,0.07,0.07,29.0,6.0,0.0,25.0,0.21,0.08,0.33,0.09,-0.1,-0.1,924.0,1153.0,80.1,13975.0,3090.0,473.0,536.0,88.2,347.0,432.0,80.3,48.0,84.0,57.1,28.0,28.0,31.0,19.0,26.0,935.0,214.0,15.0,2.0,4.0,114.0,0.0,0.0,0.0,0.0,199.0,4.0,28.0,70.0,2.41,53.0,3.0,3.0,4.0,5.0,10.0,0.34,7.0,0.0,1.0,1.0,1.0,0.0,24.0,14.0,15.0,4.0,5.0,14.0,39.0,35.9,25.0,22.0,3.0,19.0,18.0,28.0,0.0,1391.0,42.0,290.0,546.0,573.0,66.0,1391.0,31.0,58.0,53.4,886.0,41.0,22.0,0.0,26.0,53.0,2.0,0.0,0.0,1.0,111.0,13.0,18.0,41.9
"Rafael Leão,pt POR,""FW,MF"",Milan,21,1999,30.0,22.0,1924.0,6.0,6.0,0.0,0.0,5.0,0.0,0.28,0.28,0.56,0.28,0.56,6.0,6.0,0.28,0.28,21.4,20.0,0.0,46.5,0.94,0.14,0.3,0.14,0.0,0.0,362.0,507.0,71.4,5185.0,1075.0,195.0,255.0,76.5,126.0,163.0,77.3,16.0,32.0,50.0,27.0,16.0,25.0,4.0,36.0,472.0,29.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,9.0,6.0,12.0,65.0,3.04,44.0,0.0,10.0,6.0,5.0,6.0,0.28,5.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,4.0,7.0,2.0,6.0,15.0,40.0,9.0,17.0,0.0,17.0,4.0,14.0,1.0,710.0,17.0,71.0,277.0,385.0,104.0,710.0,40.0,65.0,61.5,522.0,53.0,16.0,0.0,28.0,21.0,4.0,1.0,0.0,0.0,62.0,42.0,59.0,41.6"
Lucas Leiva,br BRA,MF,Lazio,33,1987,32.0,30.0,2131.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.02,0.02,23.7,3.0,0.0,25.0,0.13,0.0,0.0,0.04,-0.4,-0.4,1274.0,1484.0,85.8,21944.0,7775.0,597.0,665.0,89.8,532.0,601.0,88.5,125.0,153.0,81.7,7.0,183.0,12.0,3.0,138.0,1436.0,44.0,37.0,1.0,5.0,16.0,5.0,4.0,0.0,0.0,2.0,4.0,28.0,37.0,1.56,33.0,1.0,0.0,0.0,1.0,2.0,0.08,1.0,0.0,0.0,0.0,1.0,0.0,68.0,32.0,38.0,28.0,2.0,30.0,86.0,34.9,56.0,21.0,0.0,21.0,57.0,21.0,0.0,1711.0,62.0,465.0,1074.0,185.0,7.0,1711.0,9.0,14.0,64.3,1075.0,14.0,12.0,0.0,47.0,24.0,1.0,0.0,0.0,0.0,175.0,47.0,42.0,52.8
Lukas Lerager,dk DEN,MF,Genoa,27,1993,16.0,13.0,1159.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.6,0.6,0.05,0.05,12.9,2.0,0.0,50.0,0.16,0.0,0.0,0.16,-0.6,-0.6,411.0,501.0,82.0,6029.0,1611.0,232.0,272.0,85.3,126.0,146.0,86.3,28.0,38.0,73.7,8.0,51.0,3.0,0.0,31.0,482.0,15.0,9.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,21.0,1.63,19.0,1.0,1.0,0.0,0.0,3.0,0.23,2.0,0.0,1.0,0.0,0.0,0.0,24.0,13.0,14.0,9.0,1.0,11.0,30.0,36.7,19.0,13.0,3.0,10.0,14.0,25.0,1.0,619.0,30.0,143.0,343.0,144.0,12.0,619.0,5.0,12.0,41.7,365.0,22.0,8.0,0.0,16.0,16.0,3.0,0.0,0.0,0.0,85.0,9.0,14.0,39.1
"Mehdi Léris,fr FRA,""DF,MF"",Sampdoria,22,1998,20.0,3.0,386.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.02,4.3,1.0,0.0,50.0,0.23,0.0,0.0,0.04,-0.1,-0.1,174.0,233.0,74.7,2680.0,771.0,102.0,120.0,85.0,49.0,64.0,76.6,16.0,29.0,55.2,8.0,12.0,6.0,1.0,13.0,208.0,21.0,3.0,0.0,2.0,17.0,4.0,0.0,4.0,0.0,14.0,4.0,4.0,15.0,3.48,13.0,1.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,4.0,1.0,6.0,16.0,37.5,10.0,12.0,2.0,10.0,12.0,15.0,0.0,306.0,22.0,77.0,125.0,112.0,11.0,306.0,6.0,14.0,42.9,178.0,9.0,4.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,43.0,7.0,8.0,46.7"
Karlo Letica,hr CRO,GK,Sampdoria,23,1997,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,88.2,694.0,352.0,6.0,6.0,100.0,18.0,18.0,100.0,6.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,26.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,36.0,35.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Gaetano Letizia,it ITA,DF,Benevento,30,1990,24.0,18.0,1570.0,3.0,1.0,0.0,0.0,2.0,0.0,0.17,0.06,0.23,0.17,0.23,0.4,0.4,0.02,0.02,17.4,7.0,0.0,53.8,0.4,0.23,0.43,0.03,2.6,2.6,670.0,890.0,75.3,11927.0,4614.0,301.0,338.0,89.1,270.0,343.0,78.7,79.0,154.0,51.3,14.0,41.0,32.0,21.0,50.0,734.0,150.0,27.0,0.0,11.0,84.0,3.0,1.0,1.0,0.0,120.0,6.0,21.0,40.0,2.29,29.0,5.0,2.0,1.0,1.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0,36.0,25.0,19.0,13.0,4.0,17.0,36.0,47.2,19.0,15.0,3.0,12.0,20.0,42.0,1.0,1037.0,73.0,367.0,425.0,256.0,14.0,1037.0,13.0,19.0,68.4,595.0,18.0,12.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,116.0,13.0,8.0,61.9
Matthijs de Ligt,nl NED,DF,Juventus,20,1999,27.0,25.0,2220.0,1.0,1.0,0.0,0.0,4.0,0.0,0.04,0.04,0.08,0.04,0.08,1.3,1.3,0.05,0.05,24.7,6.0,0.0,31.6,0.24,0.05,0.17,0.07,-0.3,-0.3,1604.0,1739.0,92.2,30950.0,9588.0,515.0,553.0,93.1,928.0,961.0,96.6,147.0,196.0,75.0,9.0,98.0,6.0,2.0,66.0,1690.0,46.0,32.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,27.0,1.09,20.0,0.0,1.0,4.0,1.0,5.0,0.2,4.0,0.0,0.0,1.0,0.0,0.0,37.0,19.0,20.0,16.0,1.0,18.0,28.0,64.3,10.0,42.0,21.0,21.0,31.0,64.0,0.0,1953.0,224.0,808.0,1068.0,86.0,28.0,1953.0,6.0,7.0,85.7,1441.0,11.0,3.0,0.0,40.0,23.0,2.0,0.0,1.0,0.0,140.0,58.0,31.0,65.2
Karol Linetty,pl POL,MF,Torino,25,1995,27.0,20.0,1832.0,1.0,0.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,1.1,1.1,0.05,0.05,20.4,3.0,0.0,42.9,0.15,0.14,0.33,0.15,-0.1,-0.1,600.0,733.0,81.9,8945.0,2488.0,368.0,410.0,89.8,183.0,219.0,83.6,36.0,53.0,67.9,15.0,46.0,10.0,0.0,38.0,710.0,20.0,6.0,1.0,11.0,6.0,2.0,0.0,0.0,0.0,9.0,3.0,20.0,40.0,1.97,31.0,0.0,6.0,1.0,2.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0,38.0,28.0,13.0,19.0,6.0,16.0,45.0,35.6,29.0,19.0,5.0,14.0,15.0,7.0,0.0,918.0,34.0,203.0,496.0,232.0,25.0,918.0,20.0,33.0,60.6,611.0,42.0,25.0,0.0,31.0,29.0,1.0,0.0,0.0,0.0,116.0,8.0,14.0,36.4
"Pol Lirola,es ESP,""DF,MF"",Fiorentina,22,1997,12.0,4.0,498.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.18,0.18,0.0,0.18,0.1,0.1,0.02,0.02,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,-0.1,-0.1,204.0,284.0,71.8,3261.0,1129.0,98.0,123.0,79.7,81.0,109.0,74.3,14.0,31.0,45.2,6.0,14.0,7.0,2.0,17.0,237.0,45.0,3.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0,42.0,2.0,4.0,13.0,2.34,10.0,1.0,1.0,0.0,1.0,2.0,0.36,1.0,0.0,0.0,0.0,1.0,0.0,13.0,8.0,8.0,2.0,3.0,6.0,12.0,50.0,6.0,6.0,3.0,3.0,6.0,9.0,0.0,332.0,17.0,79.0,150.0,108.0,12.0,332.0,10.0,16.0,62.5,205.0,6.0,4.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,30.0,3.0,4.0,42.9"
Fernando Llorente,es ESP,FW,Udinese,35,1985,14.0,8.0,713.0,1.0,0.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,1.8,1.8,0.23,0.23,7.9,5.0,0.0,45.5,0.63,0.09,0.2,0.17,-0.8,-0.8,158.0,222.0,71.2,1811.0,316.0,109.0,143.0,76.2,28.0,45.0,62.2,4.0,7.0,57.1,11.0,10.0,0.0,0.0,6.0,206.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.89,11.0,0.0,0.0,2.0,1.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,5.0,40.0,3.0,3.0,0.0,3.0,2.0,17.0,0.0,310.0,19.0,41.0,169.0,102.0,33.0,310.0,3.0,4.0,75.0,224.0,28.0,7.0,0.0,21.0,11.0,3.0,0.0,0.0,0.0,21.0,54.0,32.0,62.8
"Fernando Llorente,es ESP,""FW,MF"",Napoli,35,1985,3.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.31,0.31,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.09,-0.2,-0.2,13.0,22.0,59.1,163.0,29.0,9.0,16.0,56.3,2.0,3.0,66.7,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,2.0,8.0,22.0,11.0,32.0,0.0,1.0,0.0,26.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,83.3"
Stanislav Lobotka,sk SVK,MF,Napoli,25,1994,15.0,0.0,154.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,129.0,90.7,1841.0,362.0,58.0,62.0,93.5,43.0,46.0,93.5,10.0,13.0,76.9,0.0,5.0,1.0,0.0,7.0,126.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,135.0,1.0,26.0,99.0,12.0,0.0,135.0,2.0,3.0,66.7,111.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,33.3
Manuel Locatelli,it ITA,MF,Sassuolo,22,1998,34.0,32.0,2883.0,4.0,2.0,2.0,2.0,9.0,0.0,0.12,0.06,0.19,0.06,0.12,3.7,2.1,0.11,0.07,32.0,7.0,6.0,17.9,0.22,0.05,0.29,0.05,0.3,-0.1,2440.0,2802.0,87.1,41731.0,14140.0,1213.0,1295.0,93.7,931.0,1035.0,90.0,249.0,365.0,68.2,38.0,325.0,35.0,5.0,247.0,2696.0,98.0,80.0,1.0,38.0,41.0,14.0,5.0,7.0,0.0,4.0,8.0,30.0,102.0,3.18,84.0,4.0,4.0,4.0,4.0,13.0,0.41,10.0,1.0,0.0,0.0,1.0,1.0,81.0,47.0,43.0,28.0,10.0,29.0,56.0,51.8,27.0,35.0,15.0,20.0,51.0,65.0,1.0,3160.0,151.0,699.0,1968.0,518.0,49.0,3158.0,27.0,36.0,75.0,2459.0,45.0,33.0,0.0,52.0,48.0,1.0,1.0,1.0,0.0,239.0,48.0,45.0,51.6
Maxime Lopez,fr FRA,MF,Sassuolo,22,1997,29.0,22.0,1864.0,2.0,0.0,0.0,0.0,7.0,0.0,0.1,0.0,0.1,0.1,0.1,1.2,1.2,0.06,0.06,20.7,4.0,0.0,40.0,0.19,0.2,0.5,0.12,0.8,0.8,1567.0,1699.0,92.2,22138.0,5489.0,930.0,971.0,95.8,509.0,545.0,93.4,68.0,97.0,70.1,20.0,161.0,24.0,0.0,102.0,1645.0,52.0,22.0,3.0,2.0,38.0,25.0,8.0,13.0,0.0,5.0,2.0,14.0,57.0,2.75,47.0,5.0,3.0,0.0,0.0,2.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,24.0,13.0,15.0,6.0,3.0,14.0,41.0,34.1,27.0,9.0,0.0,9.0,16.0,10.0,1.0,1813.0,39.0,259.0,1160.0,404.0,18.0,1813.0,18.0,25.0,72.0,1529.0,16.0,11.0,0.0,24.0,22.0,0.0,0.0,0.0,0.0,100.0,3.0,10.0,23.1
Pau López,es ESP,GK,Roma,25,1994,21.0,20.0,1817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,663.0,80.4,13288.0,9016.0,108.0,108.0,100.0,285.0,288.0,99.0,140.0,267.0,52.4,0.0,1.0,0.0,0.0,2.0,525.0,138.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,714.0,626.0,709.0,5.0,0.0,0.0,714.0,0.0,0.0,0.0,377.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,100.0
Matteo Lovato,it ITA,DF,Hellas Verona,20,2000,24.0,14.0,1386.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,499.0,637.0,78.3,9262.0,3309.0,179.0,219.0,81.7,267.0,313.0,85.3,44.0,86.0,51.2,5.0,34.0,2.0,0.0,26.0,597.0,39.0,33.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,9.0,0.58,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,14.0,6.0,3.0,12.0,23.0,52.2,11.0,20.0,10.0,10.0,37.0,50.0,1.0,796.0,84.0,392.0,382.0,33.0,4.0,796.0,1.0,2.0,50.0,382.0,14.0,2.0,0.0,25.0,9.0,0.0,0.0,1.0,0.0,105.0,32.0,42.0,43.2
"Hirving Lozano,mx MEX,""MF,FW"",Napoli,25,1995,32.0,23.0,1965.0,11.0,3.0,0.0,0.0,6.0,0.0,0.5,0.14,0.64,0.5,0.64,9.3,9.3,0.43,0.43,21.8,27.0,0.0,45.8,1.24,0.19,0.41,0.16,1.7,1.7,426.0,620.0,68.7,5456.0,1067.0,270.0,330.0,81.8,103.0,155.0,66.5,16.0,41.0,39.0,35.0,17.0,22.0,7.0,35.0,605.0,12.0,2.0,0.0,3.0,73.0,0.0,0.0,0.0,0.0,9.0,3.0,28.0,87.0,3.98,57.0,0.0,6.0,6.0,15.0,10.0,0.46,5.0,0.0,1.0,1.0,2.0,1.0,29.0,18.0,10.0,13.0,6.0,10.0,36.0,27.8,26.0,37.0,1.0,36.0,18.0,14.0,0.0,918.0,12.0,84.0,295.0,552.0,130.0,918.0,29.0,70.0,41.4,685.0,55.0,22.0,0.0,33.0,69.0,11.0,1.0,0.0,0.0,95.0,15.0,23.0,39.5"
José Luis Palomino,ar ARG,DF,Atalanta,30,1990,36.0,25.0,2428.0,1.0,2.0,0.0,0.0,3.0,0.0,0.04,0.07,0.11,0.04,0.11,0.3,0.3,0.01,0.01,27.0,1.0,0.0,25.0,0.04,0.25,1.0,0.07,0.7,0.7,1273.0,1554.0,81.9,23856.0,8941.0,462.0,523.0,88.3,655.0,739.0,88.6,134.0,242.0,55.4,9.0,93.0,2.0,0.0,102.0,1470.0,79.0,60.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,19.0,5.0,15.0,17.0,0.63,15.0,0.0,0.0,0.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0,67.0,33.0,41.0,19.0,7.0,24.0,48.0,50.0,24.0,30.0,16.0,14.0,79.0,60.0,2.0,1825.0,152.0,832.0,913.0,96.0,16.0,1825.0,2.0,2.0,100.0,1024.0,13.0,5.0,0.0,48.0,16.0,2.0,0.0,1.0,0.0,222.0,59.0,45.0,56.7
Romelu Lukaku,be BEL,FW,Inter,27,1993,36.0,32.0,2884.0,24.0,11.0,6.0,6.0,4.0,0.0,0.75,0.34,1.09,0.56,0.9,23.0,18.2,0.72,0.57,32.0,42.0,1.0,46.7,1.31,0.2,0.43,0.21,1.0,-0.2,538.0,762.0,70.6,6581.0,1431.0,334.0,424.0,78.8,108.0,154.0,70.1,22.0,38.0,57.9,52.0,37.0,38.0,2.0,61.0,698.0,56.0,1.0,6.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,39.0,128.0,3.99,91.0,0.0,19.0,13.0,5.0,28.0,0.87,18.0,0.0,5.0,5.0,0.0,0.0,11.0,1.0,1.0,6.0,4.0,6.0,14.0,42.9,8.0,11.0,1.0,10.0,3.0,34.0,0.0,1114.0,39.0,61.0,435.0,632.0,216.0,1108.0,53.0,93.0,57.0,907.0,93.0,49.0,0.0,34.0,48.0,19.0,0.0,0.0,0.0,51.0,45.0,57.0,44.1
Saša Lukić,rs SRB,MF,Torino,23,1996,32.0,24.0,2106.0,3.0,0.0,0.0,0.0,4.0,0.0,0.13,0.0,0.13,0.13,0.13,1.8,1.8,0.08,0.08,23.4,7.0,0.0,36.8,0.3,0.16,0.43,0.1,1.2,1.2,632.0,804.0,78.6,9388.0,2371.0,354.0,409.0,86.6,202.0,246.0,82.1,43.0,64.0,67.2,23.0,62.0,21.0,8.0,43.0,779.0,23.0,13.0,2.0,4.0,35.0,4.0,1.0,2.0,0.0,5.0,2.0,32.0,60.0,2.56,45.0,2.0,3.0,1.0,8.0,2.0,0.09,1.0,0.0,0.0,0.0,1.0,0.0,32.0,13.0,11.0,18.0,3.0,15.0,50.0,30.0,35.0,23.0,5.0,18.0,17.0,17.0,0.0,1011.0,20.0,153.0,553.0,324.0,41.0,1011.0,23.0,37.0,62.2,690.0,36.0,21.0,0.0,45.0,37.0,1.0,1.0,0.0,0.0,101.0,23.0,55.0,29.5
Senad Lulić,ba BIH,DF,Lazio,34,1986,16.0,8.0,718.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.05,0.05,8.0,3.0,0.0,50.0,0.38,0.0,0.0,0.07,-0.4,-0.4,242.0,346.0,69.9,4026.0,1220.0,115.0,143.0,80.4,97.0,126.0,77.0,23.0,49.0,46.9,4.0,13.0,8.0,4.0,18.0,304.0,40.0,2.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,37.0,2.0,10.0,10.0,1.25,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,6.0,5.0,3.0,7.0,15.0,46.7,8.0,10.0,1.0,9.0,4.0,13.0,0.0,412.0,16.0,110.0,167.0,139.0,22.0,412.0,5.0,9.0,55.6,248.0,12.0,9.0,0.0,13.0,3.0,2.0,0.0,0.0,0.0,53.0,9.0,4.0,69.2
