player,nationality,position,team,age,birth_year,gk_games,gk_games_starts,gk_minutes,gk_goals_against,gk_goals_against_per90,gk_shots_on_target_against,gk_saves,gk_save_pct,gk_wins,gk_ties,gk_losses,gk_clean_sheets,gk_clean_sheets_pct,gk_pens_att,gk_pens_allowed,gk_pens_saved,gk_pens_missed,minutes_90s,gk_free_kick_goals_against,gk_corner_kick_goals_against,gk_own_goals_against,gk_psxg,gk_psnpxg_per_shot_on_target_against,gk_psxg_net,gk_psxg_net_per90,gk_passes_completed_launched,gk_passes_launched,gk_passes_pct_launched,gk_passes,gk_passes_throws,gk_pct_passes_launched,gk_passes_length_avg,gk_goal_kicks,gk_pct_goal_kicks_launched,gk_goal_kick_length_avg,gk_crosses,gk_crosses_stopped,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_def_actions_outside_pen_area_per90,gk_avg_distance_def_actions
Gianluigi Donnarumma,it ITA,GK,Milan,21,1999,37.0,37.0,3330.0,38.0,1.03,126.0,88.0,71.4,24.0,6.0,7.0,14.0,37.8,4.0,2.0,1.0,1.0,37.0,2.0,6.0,1.0,35.7,0.27,-1.3,-0.04,152.0,365.0,41.6,1021.0,148.0,27.3,29.0,207.0,41.5,33.7,556.0,29.0,5.2,43.0,1.16,14.8
Bartłomiej Drągowski,pl POL,GK,Fiorentina,22,1997,36.0,36.0,3148.0,55.0,1.57,141.0,85.0,66.7,9.0,11.0,14.0,7.0,19.4,10.0,8.0,2.0,0.0,35.0,1.0,10.0,1.0,56.2,0.33,2.2,0.06,180.0,496.0,36.3,789.0,160.0,44.9,37.9,260.0,54.6,43.6,486.0,24.0,4.9,27.0,0.77,13.3
Marco Festa,it ITA,GK,Crotone,28,1992,1.0,1.0,90.0,1.0,1.0,8.0,7.0,87.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.11,-0.1,-0.1,8.0,13.0,61.5,26.0,9.0,30.8,31.1,10.0,50.0,36.7,20.0,0.0,0.0,1.0,1.0,11.5
Daniel Fuzato,br BRA,GK,Roma,23,1997,5.0,5.0,450.0,7.0,1.4,26.0,19.0,73.1,2.0,1.0,2.0,2.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,5.6,0.22,-1.4,-0.27,17.0,51.0,33.3,122.0,31.0,32.8,34.1,30.0,36.7,37.2,50.0,4.0,8.0,2.0,0.4,11.5
Manuel Gasparini,it ITA,GK,Udinese,18,2002,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,100.0,44.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierluigi Gollini,it ITA,GK,Atalanta,25,1995,25.0,25.0,2156.0,26.0,1.09,65.0,38.0,66.2,14.0,7.0,2.0,9.0,36.0,6.0,4.0,2.0,0.0,24.0,0.0,3.0,1.0,24.9,0.29,-0.1,0.0,92.0,232.0,39.7,550.0,87.0,28.7,32.6,116.0,63.8,49.7,234.0,6.0,2.6,39.0,1.63,17.4
Samir Handanović,si SVN,GK,Inter,36,1984,37.0,37.0,3240.0,33.0,0.92,110.0,76.0,73.6,25.0,7.0,3.0,14.0,37.8,6.0,4.0,2.0,0.0,36.0,1.0,3.0,1.0,31.6,0.24,-0.4,-0.01,91.0,200.0,45.5,911.0,159.0,17.0,26.7,167.0,26.9,30.8,441.0,13.0,2.9,22.0,0.61,14.9
Karlo Letica,hr CRO,GK,Sampdoria,23,1997,1.0,1.0,90.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.22,0.2,0.22,1.0,5.0,20.0,29.0,7.0,13.8,25.6,5.0,20.0,33.6,17.0,0.0,0.0,1.0,1.0,11.0
Pau López,es ESP,GK,Roma,25,1994,21.0,20.0,1817.0,29.0,1.44,85.0,59.0,69.4,10.0,4.0,6.0,4.0,20.0,3.0,3.0,0.0,0.0,20.2,1.0,4.0,3.0,25.4,0.27,-0.6,-0.03,59.0,166.0,35.5,562.0,107.0,22.6,29.2,101.0,38.6,35.6,174.0,7.0,4.0,30.0,1.49,19.2
Niccolò Manfredini,it ITA,GK,Benevento,32,1988,1.0,1.0,90.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.18,-0.1,-0.08,1.0,5.0,20.0,24.0,9.0,8.3,25.6,7.0,42.9,36.9,19.0,2.0,10.5,3.0,3.0,13.0
Federico Marchetti,it ITA,GK,Genoa,37,1983,4.0,4.0,334.0,11.0,2.96,18.0,7.0,38.9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.0,0.0,8.6,0.48,-2.4,-0.64,11.0,30.0,36.7,103.0,17.0,16.5,24.4,34.0,38.2,30.4,48.0,1.0,2.1,6.0,1.62,14.5
Alex Meret,it ITA,GK,Napoli,23,1997,22.0,22.0,1980.0,29.0,1.32,81.0,53.0,66.7,13.0,5.0,4.0,6.0,27.3,2.0,2.0,0.0,0.0,22.0,1.0,3.0,1.0,26.2,0.31,-1.8,-0.08,35.0,77.0,45.5,510.0,96.0,12.2,24.9,93.0,16.1,23.3,241.0,8.0,3.3,13.0,0.59,13.1
Vanja Milinković-Savić,rs SRB,GK,Torino,23,1997,5.0,5.0,450.0,6.0,1.2,20.0,14.0,75.0,2.0,2.0,1.0,1.0,20.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.4,0.22,-0.6,-0.12,20.0,72.0,27.8,143.0,17.0,38.5,36.1,32.0,53.1,44.7,64.0,1.0,1.6,10.0,2.0,19.1
Antonio Mirante,it ITA,GK,Roma,37,1983,13.0,13.0,1153.0,19.0,1.48,56.0,36.0,69.6,5.0,4.0,3.0,6.0,46.2,3.0,2.0,1.0,0.0,12.8,1.0,0.0,0.0,15.9,0.23,-3.1,-0.24,48.0,117.0,41.0,339.0,69.0,27.4,30.7,88.0,27.3,28.4,169.0,1.0,0.6,23.0,1.8,17.9
Lorenzo Montipò,it ITA,GK,Benevento,24,1996,37.0,37.0,3330.0,74.0,2.0,172.0,103.0,59.3,7.0,11.0,19.0,7.0,18.9,5.0,4.0,1.0,0.0,37.0,0.0,8.0,6.0,62.3,0.34,-5.7,-0.15,204.0,578.0,35.3,966.0,178.0,43.5,36.8,271.0,58.3,43.4,620.0,19.0,3.1,21.0,0.57,11.6
Juan Musso,ar ARG,GK,Udinese,26,1994,35.0,35.0,3147.0,51.0,1.46,149.0,98.0,74.5,9.0,10.0,15.0,8.0,22.9,13.0,13.0,0.0,0.0,35.0,2.0,2.0,0.0,51.0,0.26,0.0,0.0,165.0,380.0,43.4,760.0,171.0,36.2,32.9,254.0,41.3,34.7,484.0,26.0,5.4,18.0,0.51,13.3
David Ospina,co COL,GK,Napoli,31,1988,16.0,16.0,1440.0,12.0,0.75,42.0,30.0,78.6,11.0,0.0,5.0,8.0,50.0,3.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,13.9,0.26,1.9,0.12,57.0,119.0,47.9,488.0,51.0,22.7,28.6,57.0,14.0,22.9,192.0,15.0,7.8,11.0,0.69,12.7
Daniele Padelli,it ITA,GK,Inter,34,1985,1.0,0.0,45.0,1.0,2.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.3,0.13,0.3,0.5,0.0,0.0,0.0,9.0,1.0,0.0,17.9,4.0,0.0,14.5,5.0,0.0,0.0,1.0,2.0,20.0
Alberto Paleari,it ITA,GK,Genoa,27,1992,3.0,2.0,206.0,3.0,1.31,12.0,9.0,75.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.9,0.25,-0.1,-0.04,7.0,30.0,23.3,59.0,11.0,39.0,34.6,19.0,36.8,35.7,33.0,1.0,3.0,2.0,0.87,11.1
Ivor Pandur,hr CRO,GK,Hellas Verona,20,2000,4.0,4.0,332.0,6.0,1.63,13.0,7.0,53.8,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,1.0,0.0,4.8,0.37,-1.2,-0.33,16.0,56.0,28.6,79.0,9.0,45.6,34.1,22.0,90.9,61.2,37.0,3.0,8.1,5.0,1.36,16.8
Gianluca Pegolo,it ITA,GK,Sassuolo,39,1981,1.0,1.0,90.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.13,0.1,0.13,0.0,1.0,0.0,14.0,2.0,7.1,19.1,8.0,0.0,14.0,15.0,1.0,6.7,1.0,1.0,15.3
Mattia Perin,it ITA,GK,Genoa,27,1992,32.0,32.0,2879.0,44.0,1.38,158.0,116.0,76.6,9.0,11.0,11.0,8.0,25.0,7.0,7.0,0.0,0.0,32.0,0.0,5.0,2.0,47.5,0.27,5.5,0.17,187.0,554.0,33.8,882.0,140.0,47.4,37.1,275.0,49.5,38.4,540.0,19.0,3.5,18.0,0.56,12.6
Carlo Pinsoglio,it ITA,GK,Juventus,30,1990,1.0,0.0,23.0,1.0,3.91,2.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.51,0.0,0.07,0.0,0.0,0.0,9.0,0.0,0.0,20.9,2.0,0.0,14.0,2.0,0.0,0.0,1.0,3.91,28.0
Ivan Provedel,it ITA,GK,Spezia,26,1994,29.0,29.0,2610.0,55.0,1.9,131.0,75.0,62.6,6.0,10.0,13.0,4.0,13.8,7.0,6.0,1.0,0.0,29.0,1.0,4.0,0.0,48.0,0.32,-7.0,-0.24,185.0,489.0,37.8,1244.0,132.0,33.4,34.2,157.0,46.5,42.0,298.0,9.0,3.0,46.0,1.59,17.2
Ionuț Radu,ro ROU,GK,Inter,23,1997,2.0,1.0,135.0,1.0,0.67,6.0,5.0,83.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.4,0.07,-0.6,-0.38,0.0,2.0,0.0,47.0,12.0,4.3,21.1,9.0,0.0,13.9,28.0,0.0,0.0,3.0,2.0,13.9
Rafael,br BRA,GK,Spezia,38,1982,3.0,2.0,207.0,5.0,2.17,18.0,13.0,72.2,0.0,1.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,5.9,0.33,0.9,0.38,12.0,35.0,34.3,91.0,10.0,34.1,32.4,16.0,25.0,27.8,37.0,1.0,2.7,2.0,0.87,12.6
Federico Ravaglia,it ITA,GK,Bologna,20,1999,4.0,4.0,360.0,10.0,2.5,19.0,10.0,52.6,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,7.2,0.34,-1.8,-0.44,8.0,23.0,34.8,114.0,17.0,16.7,25.6,23.0,17.4,21.8,33.0,0.0,0.0,8.0,2.0,26.2
Pepe Reina,es ESP,GK,Lazio,37,1982,29.0,29.0,2610.0,41.0,1.41,113.0,74.0,70.8,18.0,3.0,8.0,9.0,31.0,8.0,8.0,0.0,0.0,29.0,0.0,6.0,2.0,37.4,0.26,-1.6,-0.05,131.0,295.0,44.4,983.0,125.0,26.8,30.8,145.0,22.1,25.5,372.0,9.0,2.4,17.0,0.59,13.8
Simone Scuffet,it ITA,GK,Udinese,24,1996,1.0,1.0,90.0,2.0,2.0,4.0,2.0,75.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.7,0.19,-0.3,-0.26,8.0,17.0,47.1,19.0,5.0,52.6,39.1,9.0,77.8,48.6,26.0,0.0,0.0,0.0,0.0,5.7
Luigi Sepe,it ITA,GK,Parma,29,1991,36.0,36.0,3240.0,76.0,2.11,181.0,108.0,59.1,3.0,11.0,22.0,5.0,13.9,2.0,2.0,0.0,0.0,36.0,0.0,8.0,3.0,56.8,0.31,-16.2,-0.45,298.0,554.0,53.8,1165.0,182.0,38.1,34.4,274.0,40.1,36.5,619.0,16.0,2.6,24.0,0.67,13.9
Marco Silvestri,it ITA,GK,Hellas Verona,29,1991,34.0,34.0,3060.0,42.0,1.24,131.0,91.0,72.5,10.0,10.0,14.0,7.0,20.6,7.0,6.0,0.0,1.0,34.0,1.0,6.0,2.0,37.9,0.25,-2.1,-0.06,202.0,710.0,28.5,720.0,78.0,64.3,43.4,275.0,89.8,58.2,456.0,9.0,2.0,22.0,0.65,12.7
Salvatore Sirigu,it ITA,GK,Torino,33,1987,32.0,32.0,2880.0,62.0,1.94,134.0,72.0,59.7,5.0,13.0,14.0,7.0,21.9,9.0,8.0,0.0,1.0,32.0,1.0,6.0,0.0,50.4,0.32,-11.6,-0.36,168.0,418.0,40.2,734.0,108.0,38.3,33.6,271.0,50.6,37.9,486.0,11.0,2.3,21.0,0.66,14.6
Łukasz Skorupski,pl POL,GK,Bologna,29,1991,28.0,28.0,2520.0,46.0,1.64,147.0,100.0,72.1,10.0,5.0,13.0,4.0,14.3,7.0,5.0,2.0,0.0,28.0,1.0,8.0,1.0,47.4,0.29,2.4,0.09,92.0,257.0,35.8,724.0,168.0,27.8,30.2,231.0,24.2,23.4,443.0,23.0,5.2,21.0,0.75,12.6
Marco Sportiello,it ITA,GK,Atalanta,28,1992,15.0,13.0,1261.0,21.0,1.5,47.0,25.0,57.4,9.0,1.0,3.0,2.0,15.4,2.0,1.0,1.0,0.0,14.0,0.0,2.0,0.0,17.3,0.33,-3.7,-0.26,40.0,91.0,44.0,318.0,74.0,17.9,28.3,57.0,59.6,43.6,143.0,8.0,5.6,27.0,1.93,16.3
Thomas Strakosha,al ALB,GK,Lazio,25,1995,9.0,9.0,810.0,14.0,1.56,38.0,24.0,68.4,3.0,2.0,4.0,3.0,33.3,2.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,12.8,0.29,-1.2,-0.14,50.0,90.0,55.6,287.0,49.0,29.6,29.3,57.0,8.8,23.6,119.0,4.0,3.4,5.0,0.56,14.2
Wojciech Szczęsny,pl POL,GK,Juventus,30,1990,30.0,30.0,2677.0,32.0,1.08,98.0,66.0,71.4,15.0,8.0,6.0,5.0,16.7,6.0,4.0,2.0,0.0,29.7,0.0,4.0,2.0,29.8,0.25,-0.2,-0.01,76.0,149.0,51.0,836.0,132.0,15.6,26.5,179.0,10.6,22.0,399.0,12.0,3.0,37.0,1.24,16.2
Ciprian Tătărușanu,ro ROU,GK,Milan,34,1986,1.0,1.0,90.0,3.0,3.0,7.0,4.0,71.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.4,0.29,-0.6,-0.59,1.0,3.0,33.3,22.0,8.0,9.1,19.7,4.0,25.0,30.3,12.0,0.0,0.0,0.0,0.0,8.0
Pietro Terracciano,it ITA,GK,Fiorentina,30,1990,4.0,2.0,272.0,4.0,1.32,11.0,7.0,63.6,0.0,1.0,1.0,2.0,100.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,3.0,0.19,0.0,0.01,28.0,66.0,42.4,56.0,10.0,64.3,45.9,32.0,93.8,59.6,52.0,2.0,3.8,1.0,0.33,11.1
Samir Ujkani,xk KVX,GK,Torino,32,1988,1.0,1.0,90.0,1.0,1.0,3.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.09,-0.7,-0.73,2.0,5.0,40.0,20.0,5.0,25.0,30.9,6.0,0.0,26.0,19.0,0.0,0.0,0.0,0.0,11.5
Guglielmo Vicario,it ITA,GK,Cagliari,23,1996,4.0,4.0,360.0,6.0,1.5,21.0,15.0,71.4,3.0,0.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,4.9,0.23,-1.1,-0.28,26.0,54.0,48.1,81.0,17.0,39.5,35.6,25.0,88.0,56.4,71.0,1.0,1.4,0.0,0.0,6.8
Jeroen Zoet,nl NED,GK,Spezia,29,1991,7.0,7.0,603.0,12.0,1.79,29.0,17.0,69.0,2.0,1.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,6.7,0.0,2.0,0.0,10.0,0.24,-2.0,-0.3,37.0,101.0,36.6,275.0,46.0,32.4,33.1,31.0,38.7,37.4,72.0,6.0,8.3,11.0,1.64,17.8
