player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Valentin Mihaila,ro ROU,"MF,FW",Atalanta,21,2000,5.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.07,0.07,0.8,1.0,0.0,100.0,1.18,0.0,0.0,0.06,-0.1,-0.1,17.0,33.0,51.5,229.0,37.0,12.0,21.0,57.1,5.0,6.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,49.0,0.0,7.0,14.0,28.0,6.0,49.0,2.0,3.0,66.7,24.0,3.0,0.0,3.0,31.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,20.0
Mikael,br BRA,"FW,MF",Salernitana,22,1999,7.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.26,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,-0.2,-0.2,10.0,18.0,55.6,124.0,13.0,7.0,11.0,63.6,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,1.0,1.0,17.0,21.0,2.0,39.0,0.0,2.0,0.0,19.0,0.0,2.0,0.0,30.0,5.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,7.0,46.2
Hilmir Mikaelsson,is ISL,FW,Venezia,17,2004,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,18.0,6.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3
Nikola Milenković,rs SRB,DF,Fiorentina,23,1997,34.0,34.0,2926.0,1.0,0.0,0.0,0.0,10.0,1.0,0.03,0.0,0.03,0.03,0.03,2.3,2.3,0.07,0.07,32.5,9.0,0.0,39.1,0.28,0.04,0.11,0.1,-1.3,-1.3,1877.0,2098.0,89.5,38438.0,11989.0,545.0,607.0,89.8,1076.0,1137.0,94.6,243.0,316.0,76.9,2.0,120.0,3.0,0.0,114.0,2019.0,78.0,73.0,0.0,38.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,12.0,17.0,0.52,14.0,0.0,0.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,54.0,32.0,31.0,20.0,3.0,29.0,34.0,85.3,5.0,30.0,15.0,15.0,39.0,94.0,0.0,2373.0,227.0,1171.0,1137.0,86.0,28.0,2373.0,2.0,2.0,100.0,1412.0,13.0,11.0,1.0,1634.0,11.0,4.0,1.0,48.0,21.0,0.0,0.0,1.0,0.0,172.0,98.0,32.0,75.4
Sergej Milinković-Savić,rs SRB,MF,Lazio,26,1995,37.0,36.0,3100.0,11.0,10.0,0.0,0.0,6.0,1.0,0.32,0.29,0.61,0.32,0.61,7.5,7.5,0.22,0.22,34.4,31.0,7.0,41.3,0.9,0.15,0.35,0.1,3.5,3.5,1893.0,2367.0,80.0,29489.0,7484.0,1004.0,1170.0,85.8,652.0,768.0,84.9,145.0,233.0,62.2,52.0,168.0,48.0,10.0,215.0,2318.0,40.0,28.0,12.0,15.0,45.0,0.0,0.0,0.0,0.0,12.0,9.0,45.0,120.0,3.48,95.0,0.0,6.0,11.0,6.0,16.0,0.46,14.0,0.0,0.0,1.0,0.0,1.0,67.0,44.0,20.0,32.0,15.0,29.0,67.0,43.3,38.0,50.0,9.0,41.0,34.0,43.0,1.0,2838.0,83.0,448.0,1602.0,818.0,117.0,2838.0,45.0,77.0,58.4,1625.0,67.0,59.0,11.0,2306.0,99.0,48.0,1.0,56.0,45.0,4.0,0.0,0.0,0.0,200.0,100.0,69.0,59.2
Vanja Milinković-Savić,rs SRB,GK,Torino,24,1997,27.0,27.0,2430.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,528.0,1026.0,51.5,18715.0,14556.0,52.0,53.0,98.1,243.0,247.0,98.4,233.0,717.0,32.5,0.0,51.0,3.0,0.0,1.0,747.0,271.0,102.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,7.0,0.26,4.0,3.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,1065.0,704.0,1051.0,14.0,1.0,1.0,1065.0,2.0,2.0,100.0,655.0,0.0,0.0,0.0,527.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,32.0,3.0,1.0,75.0
Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,25,1995,19.0,7.0,772.0,2.0,5.0,0.0,0.0,0.0,0.0,0.23,0.58,0.82,0.23,0.82,1.6,1.6,0.18,0.18,8.6,4.0,0.0,28.6,0.47,0.14,0.5,0.11,0.4,0.4,310.0,384.0,80.7,4480.0,1088.0,183.0,212.0,86.3,94.0,112.0,83.9,20.0,30.0,66.7,22.0,24.0,15.0,2.0,34.0,364.0,18.0,4.0,3.0,2.0,17.0,9.0,7.0,1.0,0.0,3.0,2.0,8.0,41.0,4.77,29.0,3.0,5.0,2.0,2.0,8.0,0.93,6.0,0.0,2.0,0.0,0.0,0.0,11.0,7.0,3.0,7.0,1.0,4.0,12.0,33.3,8.0,3.0,0.0,3.0,1.0,7.0,0.0,486.0,8.0,37.0,195.0,258.0,40.0,486.0,16.0,28.0,57.1,371.0,31.0,21.0,16.0,396.0,25.0,17.0,0.0,14.0,19.0,3.0,0.0,0.0,0.0,36.0,9.0,14.0,39.1
Fabio Miretti,it ITA,MF,Juventus,17,2003,6.0,4.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.04,0.04,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,117.0,145.0,80.7,2278.0,795.0,49.0,58.0,84.5,50.0,59.0,84.7,16.0,20.0,80.0,5.0,13.0,3.0,0.0,18.0,132.0,12.0,5.0,0.0,1.0,6.0,6.0,2.0,3.0,0.0,1.0,1.0,1.0,11.0,3.09,6.0,5.0,0.0,0.0,0.0,1.0,0.28,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,9.0,22.2,7.0,3.0,1.0,2.0,2.0,3.0,0.0,176.0,3.0,48.0,95.0,35.0,5.0,176.0,1.0,2.0,50.0,90.0,3.0,8.0,0.0,118.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,3.0,5.0,37.5
Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,32,1989,31.0,29.0,2495.0,5.0,6.0,0.0,0.0,4.0,1.0,0.18,0.22,0.4,0.18,0.4,4.7,4.7,0.17,0.17,27.7,16.0,0.0,29.1,0.58,0.09,0.31,0.09,0.3,0.3,959.0,1168.0,82.1,15698.0,3871.0,484.0,546.0,88.6,355.0,419.0,84.7,85.0,114.0,74.6,41.0,87.0,38.0,6.0,149.0,1128.0,35.0,15.0,8.0,9.0,46.0,7.0,5.0,2.0,0.0,12.0,5.0,28.0,94.0,3.39,69.0,1.0,5.0,9.0,7.0,13.0,0.47,10.0,0.0,1.0,1.0,1.0,0.0,45.0,29.0,11.0,27.0,7.0,17.0,52.0,32.7,35.0,33.0,2.0,31.0,22.0,33.0,0.0,1502.0,37.0,209.0,789.0,528.0,66.0,1502.0,34.0,56.0,60.7,788.0,81.0,61.0,15.0,1004.0,58.0,27.0,1.0,41.0,51.0,5.0,1.0,0.0,0.0,195.0,13.0,15.0,46.4
Marco Modolo,it ITA,DF,Venezia,32,1989,6.0,4.0,392.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.03,4.4,1.0,0.0,100.0,0.23,0.0,0.0,0.14,-0.1,-0.1,130.0,161.0,80.7,2823.0,957.0,26.0,32.0,81.3,83.0,92.0,90.2,19.0,32.0,59.4,0.0,3.0,0.0,0.0,4.0,155.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,2.0,0.0,2.0,5.0,40.0,3.0,6.0,6.0,0.0,4.0,26.0,0.0,209.0,79.0,150.0,56.0,3.0,2.0,209.0,0.0,1.0,0.0,89.0,1.0,0.0,0.0,119.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,19.0,9.0,7.0,56.3
Nahuel Molina,ar ARG,DF,Udinese,23,1998,35.0,31.0,2638.0,7.0,2.0,0.0,0.0,7.0,1.0,0.24,0.07,0.31,0.24,0.31,4.2,4.2,0.14,0.14,29.3,16.0,2.0,36.4,0.55,0.16,0.44,0.1,2.8,2.8,860.0,1228.0,70.0,13692.0,5664.0,478.0,562.0,85.1,280.0,401.0,69.8,77.0,179.0,43.0,39.0,78.0,51.0,27.0,100.0,1089.0,133.0,12.0,3.0,5.0,117.0,17.0,6.0,8.0,0.0,104.0,6.0,33.0,91.0,3.1,70.0,10.0,4.0,4.0,3.0,8.0,0.27,6.0,1.0,0.0,1.0,0.0,0.0,41.0,24.0,17.0,21.0,3.0,16.0,48.0,33.3,32.0,24.0,3.0,21.0,22.0,44.0,2.0,1508.0,54.0,366.0,600.0,562.0,53.0,1508.0,20.0,42.0,47.6,797.0,61.0,42.0,10.0,937.0,36.0,10.0,1.0,31.0,16.0,1.0,0.0,0.0,0.0,158.0,10.0,19.0,34.5
Cristian Molinaro,it ITA,DF,Venezia,38,1983,8.0,6.0,548.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,325.0,74.8,4271.0,2040.0,108.0,124.0,87.1,108.0,135.0,80.0,23.0,56.0,41.1,5.0,18.0,5.0,4.0,34.0,263.0,62.0,6.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,56.0,0.0,4.0,14.0,2.3,12.0,0.0,1.0,0.0,1.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,10.0,2.0,0.0,5.0,7.0,71.4,2.0,7.0,2.0,5.0,6.0,20.0,0.0,384.0,27.0,149.0,158.0,78.0,1.0,384.0,5.0,7.0,71.4,173.0,13.0,11.0,1.0,219.0,6.0,3.0,0.0,7.0,8.0,1.0,0.0,0.0,0.0,22.0,4.0,2.0,66.7
Lorenzo Montipò,it ITA,GK,Hellas Verona,25,1996,34.0,34.0,3060.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,973.0,55.4,18345.0,14461.0,74.0,74.0,100.0,197.0,203.0,97.0,263.0,682.0,38.6,0.0,22.0,0.0,0.0,0.0,648.0,316.0,85.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,3.0,1062.0,882.0,1058.0,4.0,0.0,0.0,1062.0,1.0,1.0,100.0,554.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,30.0,11.0,2.0,84.6
Álvaro Morata,es ESP,FW,Juventus,28,1992,35.0,26.0,2302.0,9.0,4.0,1.0,1.0,5.0,0.0,0.35,0.16,0.51,0.31,0.47,9.6,8.8,0.37,0.34,25.6,24.0,1.0,40.0,0.94,0.13,0.33,0.15,-0.6,-0.8,489.0,659.0,74.2,7395.0,1340.0,261.0,332.0,78.6,152.0,194.0,78.4,41.0,56.0,73.2,44.0,28.0,23.0,5.0,54.0,641.0,17.0,3.0,6.0,8.0,20.0,0.0,0.0,0.0,0.0,3.0,1.0,20.0,81.0,3.17,60.0,0.0,3.0,5.0,12.0,13.0,0.51,9.0,0.0,1.0,2.0,1.0,0.0,18.0,9.0,4.0,9.0,5.0,8.0,31.0,25.8,23.0,26.0,1.0,25.0,5.0,24.0,0.0,957.0,27.0,104.0,406.0,459.0,127.0,956.0,23.0,47.0,48.9,573.0,65.0,46.0,24.0,771.0,78.0,43.0,0.0,48.0,77.0,20.0,2.0,1.0,0.0,88.0,36.0,33.0,52.2
Raúl Moro,es ESP,FW,Lazio,18,2002,11.0,1.0,201.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.0,0.45,0.4,0.4,0.18,0.18,2.2,1.0,0.0,50.0,0.45,0.0,0.0,0.2,-0.4,-0.4,75.0,87.0,86.2,983.0,93.0,46.0,54.0,85.2,24.0,26.0,92.3,0.0,1.0,0.0,6.0,4.0,1.0,0.0,5.0,82.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,4.5,7.0,1.0,2.0,0.0,0.0,1.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0,1.0,5.0,20.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,110.0,0.0,6.0,56.0,48.0,10.0,110.0,3.0,10.0,30.0,75.0,13.0,6.0,4.0,83.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Andrei Motoc,ro ROU,DF,Salernitana,19,2002,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,21.0,26.0,80.8,463.0,213.0,7.0,7.0,100.0,10.0,11.0,90.9,4.0,8.0,50.0,0.0,2.0,0.0,0.0,1.0,23.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,36.0,5.0,23.0,12.0,1.0,0.0,36.0,1.0,1.0,100.0,19.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Lys Mousset,fr FRA,"MF,FW",Salernitana,25,1996,6.0,2.0,160.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.56,0.56,0.0,0.56,0.2,0.2,0.09,0.09,1.8,1.0,0.0,50.0,0.56,0.0,0.0,0.08,-0.2,-0.2,32.0,45.0,71.1,444.0,105.0,18.0,24.0,75.0,13.0,16.0,81.3,0.0,0.0,0.0,3.0,4.0,3.0,0.0,3.0,37.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,2.8,5.0,0.0,0.0,0.0,0.0,1.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,65.0,0.0,2.0,32.0,32.0,6.0,65.0,3.0,7.0,42.9,37.0,3.0,2.0,1.0,45.0,8.0,2.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0
Samuel Mráz,sk SVK,FW,Spezia,24,1997,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,8.0,12.0,66.7,118.0,20.0,3.0,6.0,50.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,10.0,4.0,0.0,15.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,40.0
Mert Müldür,tr TUR,DF,Sassuolo,22,1999,31.0,24.0,2046.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.03,0.03,22.7,4.0,0.0,44.4,0.18,0.0,0.0,0.08,-0.7,-0.7,957.0,1203.0,79.6,14816.0,6196.0,536.0,603.0,88.9,338.0,415.0,81.4,64.0,123.0,52.0,13.0,80.0,18.0,4.0,104.0,1028.0,174.0,26.0,4.0,6.0,40.0,0.0,0.0,0.0,0.0,148.0,1.0,23.0,34.0,1.5,29.0,1.0,3.0,1.0,0.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,52.0,35.0,43.0,7.0,2.0,27.0,49.0,55.1,22.0,25.0,6.0,19.0,24.0,44.0,1.0,1423.0,77.0,422.0,723.0,288.0,19.0,1423.0,20.0,28.0,71.4,799.0,67.0,49.0,13.0,896.0,28.0,10.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,117.0,9.0,20.0,31.0
Luis Muriel,co COL,"FW,MF",Atalanta,30,1991,27.0,17.0,1539.0,9.0,8.0,2.0,2.0,1.0,0.0,0.53,0.47,0.99,0.41,0.88,8.1,6.6,0.47,0.38,17.1,16.0,5.0,29.1,0.94,0.13,0.44,0.12,0.9,0.4,541.0,756.0,71.6,8311.0,2422.0,293.0,363.0,80.7,158.0,224.0,70.5,52.0,94.0,55.3,60.0,42.0,32.0,4.0,86.0,655.0,98.0,20.0,4.0,6.0,75.0,55.0,26.0,19.0,0.0,6.0,3.0,14.0,121.0,7.09,67.0,26.0,13.0,9.0,6.0,14.0,0.82,10.0,1.0,3.0,0.0,0.0,0.0,15.0,4.0,2.0,7.0,6.0,3.0,19.0,15.8,16.0,12.0,0.0,12.0,4.0,5.0,0.0,1014.0,6.0,41.0,355.0,630.0,118.0,1012.0,62.0,104.0,59.6,629.0,57.0,45.0,43.0,779.0,63.0,47.0,0.0,14.0,27.0,7.0,0.0,0.0,0.0,65.0,30.0,32.0,48.4
Vedat Muriqi,xk KVX,FW,Lazio,27,1994,11.0,1.0,215.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.18,0.18,2.4,2.0,0.0,50.0,0.84,0.0,0.0,0.11,-0.4,-0.4,42.0,64.0,65.6,652.0,64.0,22.0,33.0,66.7,17.0,27.0,63.0,3.0,3.0,100.0,0.0,1.0,3.0,0.0,4.0,62.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.1,3.0,0.0,0.0,0.0,2.0,1.0,0.42,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,93.0,1.0,13.0,38.0,43.0,9.0,93.0,3.0,5.0,60.0,67.0,1.0,2.0,1.0,84.0,10.0,3.0,0.0,5.0,9.0,1.0,1.0,0.0,0.0,6.0,11.0,14.0,44.0
Nicola Murru,it ITA,DF,Sampdoria,26,1994,22.0,13.0,983.0,1.0,0.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,0.1,0.1,0.01,0.01,10.9,1.0,0.0,33.3,0.09,0.33,1.0,0.04,0.9,0.9,303.0,460.0,65.9,5333.0,2276.0,141.0,167.0,84.4,120.0,165.0,72.7,34.0,96.0,35.4,6.0,29.0,10.0,5.0,32.0,371.0,84.0,7.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,77.0,5.0,8.0,13.0,1.19,9.0,3.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,10.0,11.0,1.0,8.0,13.0,61.5,5.0,17.0,3.0,14.0,7.0,20.0,1.0,576.0,38.0,208.0,258.0,116.0,12.0,576.0,4.0,9.0,44.4,282.0,20.0,11.0,0.0,311.0,15.0,10.0,0.0,22.0,6.0,2.0,0.0,1.0,0.0,56.0,11.0,7.0,61.1
Juan Musso,ar ARG,GK,Atalanta,27,1994,33.0,33.0,2932.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,958.0,74.6,20801.0,14921.0,97.0,97.0,100.0,349.0,355.0,98.3,262.0,490.0,53.5,0.0,11.0,0.0,0.0,0.0,688.0,264.0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.09,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1019.0,831.0,1010.0,10.0,0.0,0.0,1019.0,1.0,1.0,100.0,589.0,0.0,0.0,0.0,451.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,26.0,6.0,0.0,100.0
Joakim Mæhle,dk DEN,"DF,MF",Atalanta,24,1997,26.0,15.0,1471.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.06,0.12,0.06,0.12,2.4,2.4,0.15,0.15,16.3,4.0,0.0,19.0,0.24,0.05,0.25,0.11,-1.4,-1.4,752.0,930.0,80.9,10287.0,3454.0,475.0,531.0,89.5,227.0,284.0,79.9,22.0,43.0,51.2,16.0,42.0,16.0,2.0,75.0,786.0,140.0,5.0,1.0,3.0,27.0,1.0,0.0,0.0,0.0,134.0,4.0,23.0,48.0,2.94,42.0,0.0,0.0,4.0,2.0,3.0,0.18,2.0,0.0,0.0,1.0,0.0,0.0,21.0,11.0,6.0,9.0,6.0,12.0,27.0,44.4,15.0,18.0,2.0,16.0,14.0,13.0,0.0,1113.0,25.0,240.0,476.0,409.0,33.0,1113.0,12.0,41.0,29.3,618.0,48.0,35.0,6.0,693.0,16.0,19.0,0.0,10.0,25.0,1.0,0.0,1.0,0.0,126.0,11.0,14.0,44.0
Nahitan Nández,uy URU,"MF,DF",Cagliari,25,1995,21.0,16.0,1523.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.12,0.12,0.0,0.12,1.2,1.2,0.07,0.07,16.9,2.0,0.0,10.0,0.12,0.0,0.0,0.06,-1.2,-1.2,453.0,648.0,69.9,7767.0,2213.0,222.0,276.0,80.4,167.0,226.0,73.9,48.0,84.0,57.1,22.0,44.0,26.0,15.0,64.0,601.0,44.0,7.0,0.0,8.0,65.0,4.0,0.0,3.0,0.0,33.0,3.0,20.0,54.0,3.19,41.0,3.0,4.0,1.0,4.0,6.0,0.35,4.0,0.0,1.0,0.0,1.0,0.0,39.0,21.0,16.0,15.0,8.0,18.0,33.0,54.5,15.0,16.0,1.0,15.0,9.0,15.0,1.0,829.0,17.0,127.0,381.0,338.0,43.0,829.0,27.0,45.0,60.0,510.0,60.0,45.0,22.0,588.0,37.0,26.0,0.0,27.0,33.0,12.0,0.0,0.0,0.0,86.0,44.0,49.0,47.3
