player,nationality,position,team,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_per90,npxg_per90,minutes_90s,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,throw_ins,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,blocks,blocked_shots,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,carries,progressive_carries,carries_into_final_third,carries_into_penalty_area,passes_received,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Fabio Depaoli,it ITA,"MF,DF",Sampdoria,24,1997,6.0,1.0,112.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,36.0,61.1,358.0,133.0,11.0,13.0,84.6,8.0,11.0,72.7,2.0,4.0,50.0,0.0,2.0,0.0,0.0,5.0,33.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,52.0,2.0,14.0,21.0,18.0,2.0,52.0,1.0,2.0,50.0,24.0,0.0,2.0,0.0,29.0,5.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,25.0
Mattia Destro,it ITA,FW,Genoa,30,1991,27.0,21.0,1744.0,9.0,1.0,0.0,0.0,4.0,0.0,0.46,0.05,0.52,0.46,0.52,7.9,7.9,0.41,0.41,19.4,20.0,0.0,37.0,1.03,0.17,0.45,0.15,1.1,1.1,196.0,340.0,57.6,2598.0,672.0,123.0,189.0,65.1,53.0,95.0,55.8,8.0,16.0,50.0,11.0,25.0,6.0,1.0,26.0,295.0,44.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,31.0,1.6,20.0,0.0,4.0,4.0,3.0,4.0,0.21,2.0,0.0,1.0,0.0,1.0,0.0,9.0,4.0,1.0,4.0,4.0,1.0,6.0,16.7,5.0,14.0,1.0,13.0,2.0,16.0,0.0,566.0,15.0,44.0,291.0,232.0,80.0,566.0,11.0,26.0,42.3,270.0,13.0,7.0,10.0,409.0,66.0,25.0,0.0,40.0,31.0,19.0,0.0,0.0,0.0,30.0,62.0,110.0,36.0
Gerard Deulofeu,es ESP,"FW,MF",Udinese,27,1994,34.0,31.0,2616.0,13.0,5.0,1.0,1.0,9.0,0.0,0.45,0.17,0.62,0.41,0.58,8.6,7.8,0.3,0.27,29.1,33.0,13.0,42.9,1.14,0.16,0.36,0.1,4.4,4.2,756.0,1089.0,69.4,11726.0,4368.0,409.0,481.0,85.0,241.0,322.0,74.8,66.0,156.0,42.3,83.0,63.0,73.0,1.0,154.0,870.0,212.0,62.0,7.0,2.0,166.0,123.0,36.0,55.0,1.0,11.0,7.0,47.0,149.0,5.13,85.0,39.0,10.0,8.0,7.0,11.0,0.38,6.0,2.0,0.0,2.0,1.0,0.0,11.0,6.0,2.0,3.0,6.0,7.0,29.0,24.1,22.0,14.0,0.0,14.0,9.0,4.0,0.0,1438.0,13.0,75.0,439.0,938.0,177.0,1437.0,50.0,117.0,42.7,889.0,154.0,79.0,83.0,991.0,100.0,44.0,0.0,25.0,31.0,33.0,2.0,0.0,0.0,93.0,2.0,17.0,10.5
Jacopo Dezi,it ITA,MF,Venezia,29,1992,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,22.0,26.0,84.6,498.0,172.0,8.0,8.0,100.0,9.0,10.0,90.0,5.0,7.0,71.4,1.0,4.0,3.0,1.0,5.0,23.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,10.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,1.0,19.0,11.0,1.0,30.0,1.0,2.0,50.0,14.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Samuel Di Carmine,it ITA,FW,Hellas Verona,32,1988,1.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.16,0.16,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.07,-0.1,-0.1,5.0,5.0,100.0,72.0,11.0,3.0,3.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,2.0,1.0,8.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,8.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,33.3
Federico Di Francesco,it ITA,"FW,MF",Empoli,27,1994,26.0,17.0,1367.0,5.0,0.0,0.0,0.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33,2.4,2.4,0.16,0.16,15.2,8.0,0.0,30.8,0.53,0.19,0.63,0.09,2.6,2.6,249.0,386.0,64.5,3563.0,1159.0,139.0,174.0,79.9,62.0,104.0,59.6,22.0,50.0,44.0,14.0,24.0,15.0,2.0,45.0,366.0,15.0,2.0,3.0,5.0,38.0,8.0,3.0,3.0,0.0,1.0,5.0,12.0,41.0,2.7,31.0,1.0,1.0,4.0,4.0,7.0,0.46,4.0,1.0,0.0,1.0,1.0,0.0,16.0,5.0,2.0,8.0,6.0,9.0,23.0,39.1,14.0,17.0,1.0,16.0,9.0,11.0,0.0,550.0,8.0,49.0,197.0,307.0,68.0,550.0,13.0,35.0,37.1,348.0,27.0,14.0,14.0,400.0,39.0,31.0,0.0,29.0,27.0,13.0,1.0,0.0,0.0,50.0,2.0,17.0,10.5
Giovanni Di Lorenzo,it ITA,DF,Napoli,27,1993,33.0,33.0,2869.0,1.0,4.0,0.0,0.0,3.0,0.0,0.03,0.13,0.16,0.03,0.16,1.5,1.5,0.05,0.05,31.9,4.0,0.0,21.1,0.13,0.05,0.25,0.08,-0.5,-0.5,2008.0,2290.0,87.7,30064.0,10413.0,1175.0,1260.0,93.3,670.0,749.0,89.5,108.0,156.0,69.2,34.0,163.0,41.0,5.0,196.0,1949.0,338.0,54.0,3.0,20.0,49.0,1.0,0.0,0.0,0.0,283.0,3.0,41.0,68.0,2.13,58.0,2.0,2.0,4.0,1.0,7.0,0.22,4.0,1.0,0.0,2.0,0.0,0.0,58.0,36.0,30.0,20.0,8.0,33.0,58.0,56.9,25.0,28.0,10.0,18.0,38.0,46.0,1.0,2579.0,103.0,682.0,1283.0,629.0,77.0,2579.0,20.0,46.0,43.5,1531.0,66.0,47.0,11.0,1775.0,24.0,26.0,0.0,37.0,46.0,8.0,1.0,0.0,0.0,168.0,44.0,28.0,61.1
Francesco Di Mariano,it ITA,FW,Venezia,25,1996,1.0,1.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,78.6,239.0,30.0,3.0,4.0,75.0,6.0,7.0,85.7,2.0,3.0,66.7,1.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,20.0,1.0,1.0,6.0,13.0,1.0,20.0,0.0,2.0,0.0,14.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
Francesco Di Tacchio,it ITA,MF,Salernitana,31,1990,18.0,14.0,1255.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.04,0.04,13.9,1.0,1.0,7.1,0.07,0.0,0.0,0.04,-0.6,-0.6,426.0,535.0,79.6,7044.0,2466.0,195.0,230.0,84.8,179.0,207.0,86.5,32.0,55.0,58.2,4.0,42.0,5.0,1.0,56.0,482.0,50.0,44.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,16.0,1.15,13.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,5.0,10.0,2.0,9.0,25.0,36.0,16.0,16.0,8.0,8.0,22.0,25.0,0.0,683.0,44.0,169.0,438.0,84.0,8.0,683.0,6.0,10.0,60.0,338.0,5.0,7.0,1.0,369.0,17.0,7.0,0.0,24.0,24.0,0.0,0.0,0.0,1.0,85.0,15.0,17.0,46.9
Amadou Diawara,gn GUI,MF,Roma,24,1997,4.0,2.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,56.0,71.0,78.9,900.0,265.0,29.0,34.0,85.3,22.0,26.0,84.6,4.0,9.0,44.4,1.0,3.0,0.0,0.0,4.0,68.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,5.0,2.0,0.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,0.0,1.0,0.0,82.0,3.0,22.0,51.0,9.0,0.0,82.0,1.0,1.0,100.0,34.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,100.0
Brahim Díaz,es ESP,MF,Milan,21,1999,31.0,25.0,1855.0,3.0,3.0,0.0,0.0,4.0,0.0,0.15,0.15,0.29,0.15,0.29,4.4,4.4,0.21,0.21,20.6,6.0,0.0,20.0,0.29,0.1,0.5,0.15,-1.4,-1.4,605.0,721.0,83.9,8842.0,2068.0,335.0,375.0,89.3,207.0,234.0,88.5,28.0,44.0,63.6,31.0,57.0,29.0,3.0,88.0,674.0,37.0,5.0,5.0,2.0,11.0,3.0,0.0,0.0,0.0,1.0,10.0,11.0,78.0,3.78,61.0,2.0,4.0,3.0,5.0,10.0,0.48,7.0,1.0,0.0,2.0,0.0,0.0,23.0,17.0,3.0,11.0,9.0,8.0,22.0,36.4,14.0,11.0,0.0,11.0,8.0,4.0,0.0,946.0,7.0,59.0,489.0,421.0,63.0,946.0,45.0,88.0,51.1,609.0,59.0,50.0,13.0,717.0,64.0,39.0,0.0,22.0,33.0,4.0,0.0,0.0,0.0,108.0,4.0,40.0,9.1
Mitchell Dijks,nl NED,"DF,FW",Bologna,28,1993,16.0,7.0,694.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.26,0.26,0.0,0.26,0.5,0.5,0.07,0.07,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.13,-0.5,-0.5,247.0,338.0,73.1,3523.0,1620.0,147.0,169.0,87.0,78.0,114.0,68.4,14.0,27.0,51.9,7.0,12.0,4.0,4.0,15.0,263.0,75.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,74.0,0.0,15.0,12.0,1.56,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,6.0,6.0,3.0,5.0,12.0,41.7,7.0,11.0,2.0,9.0,3.0,10.0,1.0,427.0,18.0,147.0,156.0,131.0,13.0,427.0,12.0,28.0,42.9,228.0,21.0,13.0,4.0,254.0,12.0,4.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,44.0,9.0,4.0,69.2
Federico Dimarco,it ITA,DF,Inter,23,1997,32.0,13.0,1430.0,2.0,3.0,0.0,1.0,1.0,0.0,0.13,0.19,0.31,0.13,0.31,4.1,3.3,0.26,0.21,15.9,18.0,3.0,47.4,1.13,0.05,0.11,0.09,-2.1,-1.3,1000.0,1216.0,82.2,17832.0,6312.0,477.0,504.0,94.6,377.0,432.0,87.3,118.0,215.0,54.9,48.0,84.0,32.0,18.0,94.0,1027.0,187.0,36.0,0.0,14.0,151.0,74.0,16.0,47.0,0.0,60.0,2.0,20.0,88.0,5.53,42.0,30.0,4.0,10.0,1.0,8.0,0.5,3.0,3.0,0.0,2.0,0.0,0.0,28.0,15.0,10.0,15.0,3.0,13.0,24.0,54.2,11.0,6.0,1.0,5.0,19.0,19.0,0.0,1365.0,61.0,357.0,583.0,442.0,41.0,1364.0,10.0,16.0,62.5,789.0,54.0,31.0,10.0,928.0,14.0,10.0,0.0,15.0,14.0,2.0,0.0,0.0,0.0,103.0,8.0,8.0,50.0
Filippo Distefano,it ITA,FW,Fiorentina,17,2003,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koffi Djidji,ci CIV,DF,Torino,28,1992,25.0,21.0,1735.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.04,0.04,19.3,3.0,0.0,30.0,0.16,0.0,0.0,0.07,-0.7,-0.7,690.0,836.0,82.5,12554.0,3859.0,287.0,324.0,88.6,337.0,366.0,92.1,59.0,117.0,50.4,3.0,57.0,8.0,4.0,57.0,783.0,51.0,36.0,0.0,4.0,17.0,0.0,0.0,0.0,0.0,15.0,2.0,6.0,15.0,0.78,15.0,0.0,0.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,48.0,29.0,21.0,23.0,4.0,14.0,18.0,77.8,4.0,20.0,9.0,11.0,34.0,60.0,0.0,1073.0,79.0,416.0,541.0,120.0,10.0,1073.0,8.0,13.0,61.5,565.0,18.0,16.0,2.0,591.0,15.0,9.0,1.0,25.0,7.0,1.0,0.0,3.0,0.0,113.0,45.0,41.0,52.3
Berat Djimsiti,al ALB,DF,Atalanta,28,1993,31.0,25.0,2256.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,2.4,2.4,0.09,0.09,25.1,3.0,0.0,16.7,0.12,0.06,0.33,0.13,-1.4,-1.4,1192.0,1435.0,83.1,19624.0,7246.0,589.0,660.0,89.2,471.0,530.0,88.9,97.0,169.0,57.4,13.0,99.0,18.0,7.0,100.0,1348.0,84.0,40.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,44.0,3.0,16.0,23.0,0.92,16.0,0.0,1.0,5.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,43.0,24.0,21.0,20.0,2.0,29.0,46.0,63.0,17.0,21.0,11.0,10.0,31.0,56.0,0.0,1663.0,112.0,645.0,839.0,188.0,24.0,1663.0,4.0,6.0,66.7,909.0,19.0,19.0,0.0,1042.0,18.0,3.0,0.0,21.0,14.0,1.0,0.0,1.0,1.0,144.0,57.0,27.0,67.9
Nicolás Domínguez,ar ARG,MF,Bologna,23,1998,28.0,23.0,2015.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.13,0.13,0.0,0.13,1.3,1.3,0.06,0.06,22.4,3.0,0.0,14.3,0.13,0.0,0.0,0.06,-1.3,-1.3,994.0,1203.0,82.6,16850.0,5280.0,484.0,553.0,87.5,375.0,426.0,88.0,103.0,154.0,66.9,27.0,108.0,29.0,4.0,113.0,1134.0,66.0,45.0,7.0,12.0,14.0,0.0,0.0,0.0,0.0,3.0,3.0,19.0,61.0,2.72,52.0,1.0,0.0,5.0,1.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,0.0,76.0,45.0,36.0,32.0,8.0,32.0,76.0,42.1,44.0,38.0,9.0,29.0,32.0,34.0,1.0,1484.0,71.0,358.0,891.0,248.0,31.0,1484.0,14.0,34.0,41.2,717.0,18.0,21.0,1.0,904.0,34.0,21.0,0.0,26.0,39.0,0.0,0.0,0.0,0.0,158.0,32.0,29.0,52.5
Bartłomiej Drągowski,pl POL,GK,Fiorentina,23,1997,7.0,7.0,556.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,345.0,80.0,7422.0,4533.0,50.0,50.0,100.0,128.0,136.0,94.1,97.0,156.0,62.2,0.0,4.0,0.0,0.0,0.0,294.0,49.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,366.0,251.0,363.0,4.0,0.0,0.0,366.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,247.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Radu Drăgușin,ro ROU,DF,Sampdoria,19,2002,13.0,4.0,620.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.05,0.05,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.11,-0.3,-0.3,178.0,261.0,68.2,3458.0,1283.0,54.0,70.0,77.1,99.0,134.0,73.9,19.0,44.0,43.2,3.0,14.0,2.0,1.0,13.0,212.0,48.0,10.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,38.0,1.0,2.0,5.0,0.73,4.0,1.0,0.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,2.0,6.0,33.3,4.0,8.0,4.0,4.0,10.0,33.0,0.0,337.0,44.0,154.0,142.0,45.0,2.0,337.0,1.0,1.0,100.0,140.0,6.0,4.0,0.0,132.0,2.0,4.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,49.0,14.0,7.0,66.7
Radu Drăgușin,ro ROU,DF,Salernitana,19,2002,7.0,5.0,488.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,163.0,80.4,2517.0,1000.0,50.0,59.0,84.7,64.0,74.0,86.5,15.0,24.0,62.5,1.0,7.0,0.0,0.0,9.0,145.0,18.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.55,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,2.0,3.0,0.0,4.0,10.0,40.0,6.0,7.0,3.0,4.0,13.0,17.0,0.0,215.0,36.0,109.0,102.0,9.0,2.0,215.0,0.0,1.0,0.0,107.0,1.0,3.0,2.0,96.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,28.0,7.0,7.0,50.0
Denzel Dumfries,nl NED,DF,Inter,25,1996,33.0,21.0,2028.0,5.0,4.0,0.0,0.0,3.0,0.0,0.22,0.18,0.4,0.22,0.4,6.1,6.1,0.27,0.27,22.5,17.0,0.0,44.7,0.75,0.13,0.29,0.16,-1.1,-1.1,630.0,860.0,73.3,9792.0,2884.0,335.0,400.0,83.8,244.0,332.0,73.5,32.0,64.0,50.0,28.0,31.0,22.0,7.0,58.0,712.0,143.0,2.0,0.0,2.0,36.0,0.0,0.0,0.0,0.0,141.0,5.0,30.0,63.0,2.79,49.0,4.0,3.0,4.0,3.0,7.0,0.31,5.0,1.0,0.0,0.0,1.0,0.0,32.0,12.0,9.0,14.0,9.0,16.0,32.0,50.0,16.0,15.0,6.0,9.0,9.0,26.0,0.0,1088.0,35.0,200.0,376.0,523.0,127.0,1088.0,15.0,30.0,50.0,568.0,55.0,24.0,27.0,683.0,39.0,23.0,0.0,32.0,37.0,4.0,2.0,1.0,0.0,89.0,43.0,32.0,57.3
Alfred Duncan,gh GHA,MF,Fiorentina,28,1993,33.0,21.0,1931.0,2.0,2.0,0.0,0.0,3.0,0.0,0.09,0.09,0.19,0.09,0.19,1.1,1.1,0.05,0.05,21.5,3.0,0.0,27.3,0.14,0.18,0.67,0.1,0.9,0.9,740.0,947.0,78.1,14309.0,4015.0,304.0,361.0,84.2,298.0,365.0,81.6,121.0,160.0,75.6,26.0,101.0,27.0,9.0,129.0,918.0,23.0,11.0,4.0,20.0,44.0,3.0,1.0,0.0,0.0,9.0,6.0,26.0,50.0,2.33,45.0,1.0,0.0,2.0,1.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0,34.0,19.0,13.0,16.0,5.0,11.0,32.0,34.4,21.0,32.0,3.0,29.0,10.0,7.0,0.0,1103.0,18.0,168.0,645.0,311.0,29.0,1103.0,13.0,23.0,56.5,685.0,29.0,27.0,6.0,808.0,26.0,16.0,0.0,22.0,13.0,0.0,0.0,0.0,0.0,92.0,9.0,17.0,34.6
Paulo Dybala,ar ARG,"FW,MF",Juventus,27,1993,29.0,26.0,2061.0,10.0,5.0,1.0,2.0,3.0,0.0,0.44,0.22,0.66,0.39,0.61,8.0,6.5,0.35,0.28,22.9,36.0,10.0,37.1,1.57,0.09,0.25,0.07,2.0,2.5,912.0,1137.0,80.2,15325.0,3164.0,475.0,544.0,87.3,299.0,349.0,85.7,106.0,160.0,66.3,38.0,71.0,27.0,6.0,103.0,1010.0,120.0,29.0,9.0,25.0,66.0,40.0,12.0,20.0,0.0,10.0,7.0,27.0,113.0,4.93,73.0,12.0,10.0,7.0,8.0,13.0,0.57,10.0,3.0,0.0,0.0,0.0,0.0,30.0,13.0,7.0,14.0,9.0,8.0,35.0,22.9,27.0,19.0,0.0,19.0,9.0,4.0,3.0,1451.0,5.0,155.0,690.0,628.0,86.0,1449.0,47.0,79.0,59.5,909.0,50.0,42.0,24.0,1100.0,70.0,28.0,0.0,16.0,48.0,6.0,0.0,0.0,0.0,103.0,10.0,19.0,34.5
Edin Džeko,ba BIH,FW,Inter,35,1986,36.0,27.0,2469.0,13.0,6.0,0.0,0.0,2.0,0.0,0.47,0.22,0.69,0.47,0.69,14.9,14.9,0.54,0.54,27.4,37.0,0.0,42.5,1.35,0.15,0.35,0.17,-1.9,-1.9,568.0,804.0,70.6,9317.0,2428.0,303.0,393.0,77.1,182.0,250.0,72.8,58.0,90.0,64.4,38.0,60.0,34.0,7.0,107.0,774.0,29.0,1.0,2.0,11.0,35.0,0.0,0.0,0.0,0.0,2.0,1.0,28.0,92.0,3.35,76.0,0.0,3.0,7.0,5.0,17.0,0.62,14.0,0.0,0.0,2.0,1.0,0.0,14.0,8.0,7.0,4.0,3.0,8.0,25.0,32.0,17.0,22.0,5.0,17.0,4.0,35.0,0.0,1139.0,49.0,121.0,503.0,524.0,178.0,1139.0,17.0,41.0,41.5,614.0,47.0,26.0,23.0,891.0,78.0,31.0,0.0,27.0,39.0,5.0,2.0,0.0,0.0,81.0,84.0,74.0,53.2
Tyronne Ebuehi,ng NGA,DF,Venezia,25,1995,19.0,12.0,1138.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.06,0.06,12.6,1.0,0.0,14.3,0.08,0.0,0.0,0.11,-0.8,-0.8,392.0,506.0,77.5,6438.0,2173.0,193.0,225.0,85.8,158.0,197.0,80.2,30.0,48.0,62.5,5.0,16.0,9.0,5.0,29.0,407.0,99.0,5.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,94.0,0.0,20.0,19.0,1.5,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,12.0,16.0,8.0,4.0,10.0,18.0,55.6,8.0,13.0,3.0,10.0,16.0,38.0,1.0,655.0,50.0,279.0,225.0,158.0,16.0,655.0,11.0,20.0,55.0,293.0,29.0,20.0,3.0,330.0,15.0,5.0,0.0,22.0,4.0,1.0,0.0,0.0,0.0,61.0,15.0,18.0,45.5
